id,kpi1,kpi2,kpi3,kpi4,kpi5,kpi6,kpi7,kpi8,kpi9,kpi10,kpi11
31468130376,0,0,0,1,0,1,0,0,0,1,38
26390602610,0,0,0,1,0,0,1,0,1,0,28
38364284432,0,1,0,0,1,0,0,0,0,1,3
34159080018,1,0,0,0,0,1,0,0,1,0,11
28348770458,0,0,0,1,0,1,0,0,0,1,1
31610267776,0,0,1,0,0,1,0,0,1,0,8
32419206616,1,0,0,0,1,0,0,0,1,0,9
38209425648,0,0,0,1,1,0,0,1,0,0,20
25055934548,0,0,0,1,0,1,0,0,1,0,10
24158151150,0,0,0,1,1,0,0,0,1,0,16
36575582418,0,0,1,0,0,1,0,0,0,1,2
38626701614,0,1,0,0,0,1,0,1,0,0,9
32828405730,0,1,0,0,0,0,1,0,1,0,2
36311814576,0,0,1,0,0,1,0,1,0,0,30
37313874318,1,0,0,0,0,1,0,0,1,0,9
30198600358,1,0,0,0,1,0,0,0,1,0,1
31469475406,1,0,0,0,0,1,0,0,1,0,14
26184421416,1,0,0,0,0,1,0,0,0,1,1
28352602266,0,0,0,1,0,1,0,0,1,0,5
32404917522,0,0,1,0,0,1,0,0,1,0,13
32069114084,0,0,0,1,0,1,0,0,0,1,1
28693314518,1,0,0,0,0,1,0,0,1,0,57
26087534314,0,0,1,0,0,1,0,0,1,0,35
28111706392,0,0,1,0,0,1,0,0,1,0,38
26185352570,0,0,0,1,0,1,0,0,1,0,44
24153790132,1,0,0,0,0,1,0,0,1,0,8
32370704162,1,0,0,0,0,1,0,1,0,0,13
30604990204,0,0,1,0,0,1,0,0,1,0,12
24156243634,1,0,0,0,0,1,0,0,1,0,6
32410100140,0,0,1,0,0,1,0,0,1,0,15
25058058174,0,0,1,0,1,0,0,1,0,0,35
30827548460,0,0,0,1,0,0,1,1,0,0,21
28045410260,0,1,0,0,0,1,0,1,0,0,7
26391029322,1,0,0,0,0,1,0,0,0,1,1
26390800220,0,1,0,0,1,0,0,1,0,0,4
24146502708,0,0,1,0,1,0,0,1,0,0,8
28053780934,0,0,1,0,1,0,0,1,0,0,12
32167952168,0,0,1,0,0,1,0,0,1,0,26
30825805764,0,0,0,1,1,0,0,0,1,0,1
24146457492,0,0,1,0,0,1,0,1,0,0,15
30831422316,0,0,0,1,1,0,0,0,1,0,7
26325770622,1,0,0,0,1,0,0,1,0,0,6
30839603534,0,0,0,1,1,0,0,0,1,0,7
30824801504,1,0,0,0,0,1,0,0,1,0,18
31606347328,0,1,0,0,0,0,1,0,1,0,11
31476449008,1,0,0,0,1,0,0,1,0,0,65
30838207806,0,1,0,0,0,1,0,1,0,0,6
30806182410,0,1,0,0,1,0,0,0,1,0,22
32407268348,1,0,0,0,0,0,1,0,1,0,17
36573822134,0,0,0,1,0,1,0,0,1,0,23
28344958474,0,1,0,0,0,0,1,0,1,0,32
26389234686,0,0,0,1,1,0,0,0,0,1,2
30837265888,0,1,0,0,1,0,0,0,1,0,5
28044000598,1,0,0,0,1,0,0,0,1,0,5
34244306688,0,0,0,1,1,0,0,0,0,1,1
24152989510,0,0,0,1,0,0,1,0,1,0,49
37313584198,0,0,1,0,1,0,0,1,0,0,21
24146327068,0,0,0,1,0,1,0,0,1,0,18
26184497950,0,0,0,1,1,0,0,0,1,0,17
30804015542,0,0,0,1,0,1,0,0,1,0,4
36314069980,0,1,0,0,0,1,0,0,1,0,35
38368807662,0,0,0,1,0,1,0,0,1,0,121
38204631072,0,0,1,0,0,1,0,0,0,1,1
31278417454,0,1,0,0,1,0,0,0,1,0,40
30605034838,0,0,0,1,0,1,0,0,1,0,10
25532409134,0,0,0,1,0,1,0,0,1,0,21
28047532446,0,0,1,0,0,1,0,1,0,0,16
36314845014,0,0,0,1,1,0,0,0,1,0,2
26092262888,0,0,0,1,0,1,0,0,1,0,3
28345865872,0,0,0,1,0,1,0,1,0,0,13
34147143764,0,0,0,1,0,1,0,0,0,1,1
25246104582,0,1,0,0,1,0,0,1,0,0,3
34247601250,0,0,1,0,1,0,0,0,1,0,16
27211804746,0,1,0,0,0,0,1,1,0,0,4
37316198368,0,1,0,0,1,0,0,1,0,0,52
35704083090,0,0,0,1,0,1,0,0,1,0,4
30828400068,0,0,0,1,1,0,0,0,0,1,1
25044358868,1,0,0,0,0,1,0,0,1,0,35
32168304280,1,0,0,0,1,0,0,0,1,0,17
38217838986,0,0,1,0,0,1,0,1,0,0,32
34250854972,0,0,0,1,0,1,0,1,0,0,6
28046442024,1,0,0,0,0,0,1,0,0,1,1
34246295920,0,1,0,0,0,1,0,0,1,0,18
26184637774,0,0,0,1,0,1,0,0,0,1,4
31466760690,1,0,0,0,1,0,0,0,1,0,20
28345201060,0,0,0,1,0,0,1,1,0,0,7
38391616410,0,0,1,0,0,0,1,1,0,0,46
25539051144,1,0,0,0,0,0,1,1,0,0,14
35716880086,1,0,0,0,0,1,0,0,0,1,2
34149931208,0,0,1,0,0,1,0,0,0,1,10
36573931960,0,0,0,1,0,1,0,0,0,1,1
25052814872,0,1,0,0,0,1,0,0,1,0,29
25050634074,0,0,1,0,1,0,0,0,1,0,19
30833423878,0,0,1,0,1,0,0,0,1,0,6
37305136578,0,0,1,0,0,1,0,1,0,0,15
28044342474,0,1,0,0,0,0,1,0,1,0,49
28045525920,0,1,0,0,0,1,0,1,0,0,88
30189613910,0,1,0,0,0,1,0,1,0,0,53
30828615880,0,1,0,0,0,1,0,0,1,0,11
32172121260,0,1,0,0,0,1,0,1,0,0,5
28048303254,1,0,0,0,1,0,0,0,1,0,34
27214940202,1,0,0,0,1,0,0,0,1,0,31
30839616498,0,0,0,1,0,1,0,0,1,0,4
30185000502,0,0,1,0,1,0,0,0,1,0,13
26738041674,0,1,0,0,1,0,0,1,0,0,43
36305839654,0,1,0,0,0,1,0,0,1,0,22
31464793324,0,1,0,0,0,1,0,0,1,0,25
25045733142,1,0,0,0,0,0,1,0,0,1,9
38375971106,1,0,0,0,0,1,0,0,0,1,1
30605203916,0,0,0,1,0,1,0,0,0,1,2
35712600712,0,0,1,0,1,0,0,0,1,0,34
27205401310,1,0,0,0,1,0,0,0,1,0,27
32167406252,0,0,1,0,0,1,0,1,0,0,63
27211809086,0,0,1,0,0,1,0,1,0,0,3
34252433682,0,1,0,0,0,1,0,0,1,0,2
37314259936,0,0,0,1,1,0,0,1,0,0,12
25044736808,0,0,0,1,0,1,0,0,1,0,17
31277615324,0,0,0,1,1,0,0,0,0,1,1
31472389256,1,0,0,0,0,0,1,0,1,0,3
35708976094,0,0,0,1,1,0,0,1,0,0,22
24156758390,0,1,0,0,1,0,0,0,1,0,37
32170968574,0,1,0,0,0,1,0,1,0,0,7
30832424062,1,0,0,0,0,1,0,0,1,0,8
36314841114,0,0,0,1,0,1,0,0,0,1,2
25056265000,0,0,0,1,0,1,0,0,0,1,3
38419582754,0,0,1,0,0,1,0,0,1,0,26
28344942188,1,0,0,0,0,1,0,0,0,1,53
31609428000,0,0,0,1,1,0,0,0,1,0,21
32072332322,0,0,0,1,1,0,0,0,1,0,10
37313233284,1,0,0,0,0,1,0,1,0,0,49
38204626006,1,0,0,0,0,1,0,0,0,1,2
31615500078,1,0,0,0,0,1,0,1,0,0,19
26389003346,1,0,0,0,1,0,0,1,0,0,19
36567700790,0,1,0,0,0,1,0,1,0,0,6
28693302716,0,1,0,0,0,1,0,1,0,0,29
35307260720,0,0,0,1,1,0,0,0,1,0,6
32404008266,0,1,0,0,1,0,0,0,1,0,15
32407622720,0,0,1,0,1,0,0,0,1,0,19
26093428056,1,0,0,0,0,1,0,1,0,0,13
26098408222,0,0,0,1,0,1,0,0,0,1,1
37304499666,0,0,1,0,1,0,0,1,0,0,10
26384870530,1,0,0,0,0,1,0,0,1,0,42
24154711690,0,1,0,0,0,1,0,0,1,0,4
32825908146,0,1,0,0,0,1,0,0,1,0,5
33217774314,0,1,0,0,0,1,0,0,1,0,35
31477634954,1,0,0,0,0,1,0,0,0,1,1
34149792258,0,0,1,0,0,1,0,1,0,0,7
37314249918,1,0,0,0,1,0,0,0,0,1,5
26398630768,0,1,0,0,0,1,0,1,0,0,48
26170781040,0,0,0,1,1,0,0,0,1,0,13
31264391268,0,1,0,0,0,1,0,0,1,0,9
30827962356,0,0,0,1,1,0,0,0,0,1,1
24348810452,0,0,0,1,1,0,0,1,0,0,8
36319770352,1,0,0,0,1,0,0,0,1,0,1
30828401806,0,0,1,0,1,0,0,0,1,0,29
27210405882,1,0,0,0,0,0,1,0,1,0,2
32168072176,1,0,0,0,0,1,0,1,0,0,2
38217490906,0,0,1,0,0,1,0,0,0,1,7
31473466154,0,0,1,0,1,0,0,1,0,0,22
36314845732,0,0,0,1,1,0,0,0,1,0,40
27214987398,0,0,0,1,0,1,0,1,0,0,5
31474388982,1,0,0,0,0,1,0,0,1,0,55
37307726044,0,0,0,1,0,1,0,0,1,0,95
30838215052,0,1,0,0,1,0,0,0,1,0,28
26386509546,0,1,0,0,1,0,0,1,0,0,13
28288339530,0,0,0,1,0,1,0,0,0,1,1
32168896870,1,0,0,0,0,0,1,1,0,0,39
28052816242,0,1,0,0,0,1,0,0,1,0,17
25249405530,0,1,0,0,1,0,0,1,0,0,28
28470395724,0,1,0,0,0,1,0,1,0,0,12
26186626376,0,1,0,0,0,1,0,1,0,0,3
25050536570,0,0,0,1,1,0,0,0,1,0,31
26389409446,0,0,1,0,1,0,0,0,1,0,14
31477630260,0,0,1,0,0,1,0,0,1,0,11
26385394858,0,1,0,0,0,0,1,0,1,0,100
31270864304,1,0,0,0,1,0,0,1,0,0,2
31469465710,0,0,1,0,1,0,0,0,0,1,1
25246248478,1,0,0,0,1,0,0,1,0,0,56
32404580182,0,0,0,1,1,0,0,0,1,0,6
28048604184,0,0,1,0,0,0,1,0,1,0,46
35716882860,0,0,1,0,0,0,1,1,0,0,20
33206845768,1,0,0,0,1,0,0,1,0,0,10
33213026500,1,0,0,0,0,1,0,0,0,1,11
31472599110,0,0,0,1,1,0,0,0,0,1,60
24144252836,0,0,0,1,0,1,0,1,0,0,33
38368420146,0,0,1,0,1,0,0,1,0,0,27
25052851778,0,1,0,0,0,1,0,0,1,0,21
26389153704,0,0,0,1,1,0,0,1,0,0,17
32168643902,0,0,1,0,0,1,0,1,0,0,26
25056276202,0,1,0,0,1,0,0,0,1,0,39
26025375936,1,0,0,0,1,0,0,0,0,1,1
27214985224,0,0,0,1,0,1,0,0,1,0,19
36316426188,1,0,0,0,1,0,0,0,0,1,43
28470384594,0,0,0,1,1,0,0,1,0,0,18
26166400970,1,0,0,0,0,1,0,0,1,0,3
31605457476,0,0,1,0,0,1,0,0,1,0,22
36305780912,0,0,0,1,1,0,0,0,1,0,16
24146278916,0,1,0,0,0,1,0,1,0,0,18
34244305038,0,0,1,0,0,1,0,0,1,0,16
28345602250,0,0,1,0,1,0,0,1,0,0,13
25249405768,0,0,1,0,0,1,0,1,0,0,26
26167672568,0,0,1,0,0,1,0,0,1,0,27
30807846992,0,0,1,0,0,1,0,1,0,0,17
24149936674,0,1,0,0,0,1,0,0,1,0,10
30809865346,0,0,1,0,1,0,0,1,0,0,25
26185037190,0,0,0,1,1,0,0,0,1,0,48
26388091526,0,0,0,1,0,1,0,1,0,0,38
37313214266,1,0,0,0,0,1,0,1,0,0,20
38407208108,0,0,0,1,0,1,0,0,1,0,1
24148836942,0,1,0,0,0,0,1,0,0,1,2
30837837248,0,0,0,1,1,0,0,1,0,0,8
32171460596,0,1,0,0,0,1,0,0,1,0,12
32418520100,0,0,0,1,1,0,0,0,1,0,30
36564167276,0,0,0,1,0,1,0,0,0,1,1
26186775002,0,0,0,1,0,1,0,0,1,0,6
34159087288,0,0,0,1,0,1,0,0,1,0,3
36053773938,0,0,0,1,0,1,0,0,1,0,40
38419203342,0,0,1,0,1,0,0,0,1,0,31
25044355772,1,0,0,0,1,0,0,0,0,1,2
38418093474,0,0,0,1,0,0,1,0,1,0,13
38205433594,0,1,0,0,0,1,0,0,1,0,103
30828404424,0,0,0,1,1,0,0,0,1,0,2
28046357116,0,0,0,1,0,0,1,0,1,0,37
28345489174,0,1,0,0,0,1,0,1,0,0,13
28104031326,1,0,0,0,0,1,0,0,1,0,1
25050630218,0,0,1,0,1,0,0,1,0,0,2
28359783604,1,0,0,0,0,1,0,1,0,0,14
31604258238,1,0,0,0,0,1,0,0,0,1,29
30836123654,0,0,0,1,0,1,0,0,0,1,12
38385056362,0,1,0,0,1,0,0,0,1,0,98
36051591056,0,1,0,0,1,0,0,1,0,0,14
31475085818,0,1,0,0,1,0,0,0,1,0,31
30836170470,0,0,1,0,0,0,1,0,1,0,28
28474421272,0,1,0,0,0,1,0,1,0,0,21
35706262732,0,0,1,0,0,1,0,1,0,0,8
37313586380,0,1,0,0,1,0,0,0,1,0,37
28345082928,0,0,1,0,0,1,0,1,0,0,30
30319581608,1,0,0,0,1,0,0,0,1,0,20
28058352584,0,0,1,0,1,0,0,0,1,0,25
34250841288,0,1,0,0,1,0,0,0,1,0,27
32169974900,0,1,0,0,0,1,0,0,1,0,52
31468124424,1,0,0,0,1,0,0,1,0,0,20
30824368628,0,0,0,1,1,0,0,1,1,0,2
32404489664,1,0,0,0,1,0,0,0,1,0,2
31609356580,0,1,0,0,0,0,1,0,0,1,58
32074460834,0,0,0,1,1,0,0,1,0,0,3
30824375420,1,0,0,0,0,1,0,1,0,0,23
38370384832,1,0,0,0,0,1,0,1,0,0,61
28690940936,0,0,1,0,0,1,0,0,1,0,25
32406890458,0,0,0,1,0,0,1,0,1,0,6
33204329070,0,0,0,1,1,0,0,0,0,1,1
32832810010,0,0,0,1,0,1,0,0,0,1,1
26384819202,0,0,0,1,1,0,0,0,1,0,22
25535360966,0,0,1,0,1,0,0,1,0,0,19
28349113480,0,0,1,0,0,1,0,1,0,0,3
24346333246,0,0,1,0,1,0,0,0,1,0,217
38405683022,0,0,0,1,1,0,0,1,0,0,42
28112517002,0,1,0,0,0,1,0,1,0,0,32
28052402046,0,1,0,0,1,0,0,0,1,0,15
28294392220,0,0,1,0,0,1,0,0,1,0,73
28356511806,0,0,0,1,0,1,0,1,0,0,14
35705362952,1,0,0,0,0,1,0,1,0,0,2
25256177280,0,0,0,1,0,1,0,1,0,0,12
32415252346,0,1,0,0,0,1,0,1,0,0,21
24150773370,0,0,0,1,0,1,0,0,1,0,3
36053677798,1,0,0,0,0,1,0,1,0,0,45
27210410514,0,0,1,0,0,1,0,0,1,0,23
38396219390,1,0,0,0,1,0,0,1,0,0,12
34150273636,0,1,0,0,0,1,0,0,0,1,28
24146400738,1,0,0,0,0,1,0,0,1,0,6
30836317002,0,0,0,1,1,0,0,0,0,1,1
37305149532,1,0,0,0,1,0,0,1,0,0,36
36305327880,0,0,0,1,1,0,0,0,1,0,80
30834415120,0,0,1,0,0,1,0,1,0,0,3
32178627112,1,0,0,0,1,0,0,1,0,0,38
25534663508,0,0,0,1,1,0,0,1,0,0,8
30828313018,1,0,0,0,0,0,1,1,0,0,4
27214986506,0,0,0,1,1,0,0,1,0,0,2
38812738606,0,0,0,1,0,1,0,0,0,1,1
30198025254,1,0,0,0,0,1,0,1,0,0,28
30834676132,0,1,0,0,1,0,0,1,0,0,26
37314114856,1,0,0,0,1,0,0,0,1,0,68
28291016614,0,1,0,0,1,0,0,0,1,0,22
37313083620,1,0,0,0,0,1,0,0,0,1,2
33216677686,1,0,0,0,0,0,1,1,0,0,10
24153206934,1,0,0,0,1,0,0,0,1,0,1
31469787054,1,0,0,0,0,0,1,0,0,1,3
32828408998,1,0,0,0,0,1,0,1,0,0,33
30198960716,0,1,0,0,1,0,0,1,0,0,2
26184433598,0,1,0,0,1,0,0,0,1,0,18
28349106674,1,0,0,0,0,0,1,0,1,0,32
38207715338,0,0,0,1,1,0,0,0,1,0,23
25045793726,1,0,0,0,1,0,0,0,1,0,1
24153073466,1,0,0,0,0,1,0,0,0,1,1
32824171178,0,0,1,0,0,1,0,0,0,1,23
32408921394,0,1,0,0,0,1,0,0,1,0,11
38627941670,0,0,1,0,0,0,1,0,1,0,6
38204638598,0,0,0,1,0,1,0,0,1,0,11
32406600654,1,0,0,0,0,1,0,1,0,0,2
28286445074,1,0,0,0,0,1,0,1,0,0,31
27210419146,0,0,1,0,0,0,1,1,0,0,3
31478661666,0,0,0,1,1,0,0,1,0,0,26
31464602808,0,1,0,0,1,0,0,0,1,0,24
27217607670,0,0,1,0,0,1,0,0,1,0,2
24811609674,1,0,0,0,1,0,0,0,1,0,34
31605594068,0,1,0,0,1,0,0,0,1,0,43
37305096078,0,0,0,1,0,1,0,0,1,0,24
30837845002,1,0,0,0,0,0,1,0,0,1,1
32406594002,1,0,0,0,0,1,0,0,0,1,1
36575520310,0,0,0,1,0,1,0,0,1,0,18
30826481596,0,0,1,0,1,0,0,1,0,0,24
30831431904,0,1,0,0,0,1,0,1,0,0,1
32410305090,1,0,0,0,1,0,0,0,1,0,4
27210414322,0,0,0,1,1,0,0,0,0,1,1
36305622040,1,0,0,0,1,0,0,0,1,0,7
37305082840,0,0,0,1,0,0,1,1,0,0,15
25532402988,0,1,0,0,0,0,1,0,1,0,26
26192705230,0,0,0,1,0,1,0,0,1,0,39
32404985626,0,0,0,1,0,1,0,0,1,0,1
30827652304,0,0,0,1,0,0,1,0,0,1,1
38215673350,1,0,0,0,1,0,0,0,1,0,7
26395918782,1,0,0,1,1,0,0,0,1,0,76
30833207340,1,0,0,0,1,0,0,0,1,0,16
27214990340,1,0,0,0,0,1,0,0,1,0,2
31612369844,0,1,0,0,0,1,0,0,1,0,13
30187333122,0,0,0,1,0,0,1,0,0,1,8
26390838932,0,1,0,0,0,1,0,1,0,0,14
38405725204,1,0,0,0,0,1,0,1,0,0,35
28348780214,0,0,1,0,1,0,0,0,1,0,28
31473809638,0,1,0,0,0,1,0,1,0,0,2
